chembl_id	molregno	target_kinase	canonical_smiles	scaffold_smile	similarity_smiles	standard_value	standard_type	pchembl_value	compound_name
CHEMBL102765	167531	Tyrosine-protein kinase ZAP-70	C[C@H](NC(=O)[C@@H](CC(=O)O)Cc1ccc(OP(=O)(O)O)cc1)c1nc(Cc2ccc(Cl)c(Cl)c2)no1	O=C(CCc1ccccc1)NCc1nc(Cc2ccccc2)no1	0.1	18000.0	IC50	4.75	
CHEMBL105350	169845	CaM kinase II alpha	O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1	O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1	0.10126582278481013	37000.0	IC50	4.43	BISDEMETHOXYCURCUMIN
CHEMBL106395	175710	Urokinase-type plasminogen activator	CC(C)c1cc(C(C)C)c(S(=O)(=O)NC(Cc2cccc(C(=N)N)c2)C(=O)N2CCCCC2C(=O)O)c(C(C)C)c1	O=C(C(Cc1ccccc1)NS(=O)(=O)c1ccccc1)N1CCCCC1	0.1	1300.0	Ki	5.89	
CHEMBL106664	174975	Tyrosine-protein kinase SRC	CC(C)[C@H](NC(=O)C[C@@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O	c1ccccc1	0.13043478260869565	83200.0	IC50	4.08	
CHEMBL108145	179803	Protein kinase C alpha	CC(C)C/C=C1/CC(CO)(COC(=O)CC(C)C)OC1=O	C=C1CCOC1=O	0.11428571428571428	2.9	Ki	8.54	
CHEMBL1083132	631659	Rho-associated protein kinase 2	N[C@@H](Cc1ccccc1)C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl	O=C(CCc1ccccc1)Nc1ccc2c(=O)[nH]ccc2c1	0.1111111111111111	48.0	IC50	7.32	
CHEMBL1083133	631660	Rho-associated protein kinase 2	N[C@H](Cc1ccccc1)C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl	O=C(CCc1ccccc1)Nc1ccc2c(=O)[nH]ccc2c1	0.1111111111111111	160.0	IC50	6.8	
CHEMBL1084134	615544	Glycogen synthase kinase-3 beta	O=C(O)CCC(=O)Nc1n[nH]c2cc(Cl)ccc12	c1ccc2[nH]ncc2c1	0.14285714285714285	1180.0	IC50	5.93	
CHEMBL1084692	616110	Glycogen synthase kinase-3 beta	Cc1ccc(-c2ccc3c(NC(=O)CCC(=O)O)n[nH]c3c2)cc1	c1ccc(-c2ccc3cn[nH]c3c2)cc1	0.1111111111111111	17103.0	IC50	4.77	
CHEMBL1084693	616111	Glycogen synthase kinase-3 beta	N#Cc1ccc(-c2ccc3c(NC(=O)CCC(=O)O)n[nH]c3c2)cc1	c1ccc(-c2ccc3cn[nH]c3c2)cc1	0.10714285714285714	20532.0	IC50	4.69	
CHEMBL1089016	619933	Serine/threonine-protein kinase EEF2K	CC(C)Cc1c2c(nc3sc(C(N)=O)c(N)c13)CCCCCC2	c1cc2cc3c(nc2s1)CCCCCC3	0.10256410256410256	860.0	IC50	6.07	
CHEMBL1090045	620015	Serine/threonine-protein kinase EEF2K	NC(=O)c1sc2nc3c(c(-c4ccc(C(=O)O)cc4)c2c1N)CCCCCC3	c1ccc(-c2c3c(nc4sccc24)CCCCCC3)cc1	0.12222222222222222	860.0	IC50	6.07	
CHEMBL1093056	619935	Serine/threonine-protein kinase EEF2K	CC(C)=CCCC(C)c1c2c(nc3sc(C(N)=O)c(N)c13)CCCCCC2	c1cc2cc3c(nc2s1)CCCCCC3	0.10227272727272728	10000.0	IC50	5.0	
CHEMBL1094815	625649	Cyclin-dependent kinase 2/cyclin A	Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3C(N)=O)ncc1CC2	c1ccc(Nc2ncc3c(n2)-c2[nH]ncc2CC3)cc1	0.10112359550561797	2746.0	IC50	5.56	
CHEMBL1094815	625649	Serine/threonine-protein kinase Aurora-A	Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3C(N)=O)ncc1CC2	c1ccc(Nc2ncc3c(n2)-c2[nH]ncc2CC3)cc1	0.10112359550561797	10000.0	IC50		
CHEMBL1094815	625649	Serine/threonine-protein kinase PLK1	Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3C(N)=O)ncc1CC2	c1ccc(Nc2ncc3c(n2)-c2[nH]ncc2CC3)cc1	0.10112359550561797	2076.0	IC50	5.68	
CHEMBL1096	150549	Inhibitor of nuclear factor kappa B kinase epsilon subunit	CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1	O=c1c2ccccc2oc2ncccc12	0.10810810810810811	5100.0	IC50	5.29	AMLEXANOX
CHEMBL1096	150549	Inhibitor of nuclear factor kappa B kinase epsilon subunit	CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1	O=c1c2ccccc2oc2ncccc12	0.10810810810810811	5128.61	IC50	5.29	AMLEXANOX
CHEMBL1096	150549	Serine/threonine-protein kinase TBK1	CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1	O=c1c2ccccc2oc2ncccc12	0.10810810810810811	850.0	IC50	6.07	AMLEXANOX
CHEMBL1096	150549	Serine/threonine-protein kinase TBK1	CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1	O=c1c2ccccc2oc2ncccc12	0.10810810810810811	851.14	IC50	6.07	AMLEXANOX
CHEMBL1096158	627046	Serine/threonine-protein kinase PIM1	O=C(NCc1ccc(O)cc1)c1ccc2cccc(C(=O)O)c2n1	O=C(NCc1ccccc1)c1ccc2ccccc2n1	0.1111111111111111	10000.0	IC50		
CHEMBL1096979	627070	Hexokinase type II	NC(CO)C(=O)NNCc1ccc(O)c(O)c1O	c1ccccc1	0.14754098360655737	5520.0	IC50	5.26	BENSERAZIDE
CHEMBL111512	181463	Urokinase-type plasminogen activator	COc1ccc(C(=O)O)cc1-c1ccc2c(Cl)cnc(N=C(N)N)c2c1	c1ccc(-c2ccc3ccncc3c2)cc1	0.10588235294117647	9.0	Ki	8.05	
CHEMBL112433	187434	Cyclin-dependent kinase 2/cyclin A	NC(=O)c1ccc(-c2ccc(CC(=O)Nc3cc(C4CC4)[nH]n3)cc2)cc1	O=C(Cc1ccc(-c2ccccc2)cc1)Nc1cc(C2CC2)[nH]n1	0.1	4.0	IC50	8.4	
CHEMBL113114	180960	Urokinase-type plasminogen activator	N=C(N)Nc1nccc2ccc(C(=O)O)cc12	c1ccc2cnccc2c1	0.13114754098360656	1000.0	Ki	6.0	
CHEMBL114156	187553	Cyclin-dependent kinase 2/cyclin A	O=C(Cc1ccc(-c2ccc(C(=O)O)cc2)cc1)Nc1cc(C2CC2)[nH]n1	O=C(Cc1ccc(-c2ccccc2)cc1)Nc1cc(C2CC2)[nH]n1	0.1	11.0	IC50	7.96	
CHEMBL115421	191192	Tyrosine-protein kinase LCK	O=C(/C=C/c1ccc(O)c(O)c1)N[C@H](Cc1ccc(O)c(O)c1)C(=O)O	O=C(/C=C/c1ccccc1)NCCc1ccccc1	0.13414634146341464	20000.0	IC50	4.7	
CHEMBL115895	196130	Receptor protein-tyrosine kinase erbB-2	COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2NC(C)=O)c1O	c1ccc(CSc2ccccc2)cc1	0.11235955056179775	3311.31	IC50	5.48	
CHEMBL1161012	642551	Casein kinase II alpha	Cc1ccc(O)c(C(=O)O)c1	c1ccccc1	0.10869565217391304	58000.0	Kd	4.24	
CHEMBL1161205	642744	Phosphoglycerate kinase 1	O=C(CCCP(=O)(O)O)CP(=O)(O)O		0.11764705882352941	19000.0	Kd	4.72	
CHEMBL1161206	642745	Phosphoglycerate kinase 1	O=C(CP(=O)(O)O)NCC(F)(F)P(=O)(O)O		0.10909090909090909	2000.0	Kd	5.7	
CHEMBL1161209	642748	Phosphoglycerate kinase 1	O=C(CCP(=O)(O)O)CP(=O)(O)O		0.125	2000.0	Kd	5.7	
CHEMBL1161210	642749	Phosphoglycerate kinase 1	O=C(CCC(F)(F)P(=O)(O)O)C(F)(F)P(=O)(O)O		0.1016949152542373	5000.0	Kd	5.3	
CHEMBL1161211	642750	Phosphoglycerate kinase 1	O=C(CCP(=O)(O)O)C(F)(F)P(=O)(O)O		0.11538461538461539	3000.0	Kd	5.52	
CHEMBL1161212	642751	Phosphoglycerate kinase 1	O=C(CCCP(=O)(O)O)C(F)(F)P(=O)(O)O		0.10909090909090909	76000.0	Kd	4.12	
CHEMBL1161234	642773	Receptor protein-tyrosine kinase erbB-2	COc1cc(/C=C(\C#N)C(N)=O)cc(SCCCC(=O)O)c1O	c1ccccc1	0.1506849315068493	15848.93	IC50	4.8	
CHEMBL1161235	642774	Receptor protein-tyrosine kinase erbB-2	COc1cc(/C=C(\C#N)C(N)=O)cc(SCCC(=O)O)c1O	c1ccccc1	0.15714285714285714	91201.08	IC50	4.04	
CHEMBL1161236	642775	Receptor protein-tyrosine kinase erbB-2	COc1cc(C=C(C#N)C#N)cc(SCC(=O)O)c1O	c1ccccc1	0.10144927536231885	4570.88	IC50	5.34	
CHEMBL1169746	647774	Dual specificity mitogen-activated protein kinase kinase 1	CC(=O)n1cc(Nc2ccc(I)cc2F)c(C(=O)O)c1	c1ccc(Nc2cc[nH]c2)cc1	0.11764705882352941	220.0	IC50	6.66	
CHEMBL1170596	647820	Dual specificity mitogen-activated protein kinase kinase 1	CC(=O)n1cc(C(=O)O)c(Nc2ccc(I)cc2F)c1C	c1ccc(Nc2cc[nH]c2)cc1	0.11428571428571428	72.0	IC50	7.14	
CHEMBL1170802	647821	Dual specificity mitogen-activated protein kinase kinase 1	CC(=O)n1cc(Nc2ccc(I)cc2F)c(C(=O)NOCCO)c1	c1ccc(Nc2cc[nH]c2)cc1	0.1	11.0	IC50	7.96	
CHEMBL1170804	647879	Dual specificity mitogen-activated protein kinase kinase 1	CC(=O)c1cc(C(=O)NOC[C@H](O)CO)c(Nc2ccc(I)cc2F)n1C	c1ccc(Nc2ccc[nH]2)cc1	0.10465116279069768	20.0	IC50	7.7	
CHEMBL1170805	647880	Dual specificity mitogen-activated protein kinase kinase 1	CC(=O)c1cc(C(=O)NOC[C@@H](O)CO)c(Nc2ccc(I)cc2F)n1C	c1ccc(Nc2ccc[nH]2)cc1	0.10465116279069768	11.0	IC50	7.96	
CHEMBL1171012	647881	Dual specificity mitogen-activated protein kinase kinase 1	CC(=O)c1cc(C(=O)NOC(CO)CO)c(Nc2ccc(I)cc2F)n1C	c1ccc(Nc2ccc[nH]2)cc1	0.10465116279069768	19.0	IC50	7.72	
CHEMBL1171013	647933	Dual specificity mitogen-activated protein kinase kinase 1	CC(=O)c1c(Cl)c(C(=O)NOC[C@@H](O)CO)c(Nc2ccc(I)cc2F)n1C	c1ccc(Nc2ccc[nH]2)cc1	0.10227272727272728	13.0	IC50	7.89	
CHEMBL1171014	647934	Dual specificity mitogen-activated protein kinase kinase 1	CC(=O)c1c(F)c(C(=O)NOC[C@H](O)CO)c(Nc2ccc(I)cc2F)n1C	c1ccc(Nc2ccc[nH]2)cc1	0.10227272727272728	29.0	IC50	7.54	
CHEMBL1171015	647935	Dual specificity mitogen-activated protein kinase kinase 1	CC(=O)c1c(F)c(C(=O)NOC[C@@H](O)CO)c(Nc2ccc(I)cc2F)n1C	c1ccc(Nc2ccc[nH]2)cc1	0.10227272727272728	19.0	IC50	7.72	
CHEMBL1171312	647823	Dual specificity mitogen-activated protein kinase kinase 1	CC(=O)c1cc(C(=O)O)c(Nc2ccc(I)cc2F)n1C	c1ccc(Nc2ccc[nH]2)cc1	0.11428571428571428	42.0	IC50	7.38	
CHEMBL1171682	647932	Dual specificity mitogen-activated protein kinase kinase 1	CC(=O)c1c(Cl)c(C(=O)NOC[C@H](O)CO)c(Nc2ccc(I)cc2F)n1C	c1ccc(Nc2ccc[nH]2)cc1	0.10227272727272728	32.0	IC50	7.5	
CHEMBL1171789	648482	MAP kinase p38 alpha	CC(NC(=O)c1cc(C(=O)c2ccc(F)cc2F)c[nH]1)C(C)(C)O	O=C(c1ccccc1)c1cc[nH]c1	0.10256410256410256	1258.93	IC50	5.9	
CHEMBL1171948	648051	3-phosphoinositide dependent protein kinase-1	NC(=O)Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2	c1ccc(Nc2ncc3c(n2)-c2[nH]ncc2CC3)cc1	0.125	2740.0	IC50	5.56	
CHEMBL1171948	648051	Cyclin-dependent kinase 2	NC(=O)Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2	c1ccc(Nc2ncc3c(n2)-c2[nH]ncc2CC3)cc1	0.125	10.0	IC50	8.0	
CHEMBL117369	191760	Tyrosine-protein kinase LCK	COC(=O)[C@@H](Cc1ccc(O)c(O)c1)NC(=O)NCc1ccc(O)c(O)c1	O=C(NCCc1ccccc1)NCc1ccccc1	0.10344827586206896	98000.0	IC50	4.01	
CHEMBL119987	195881	Receptor protein-tyrosine kinase erbB-2	COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O	c1ccc(CSc2ccccc2)cc1	0.12941176470588237	446.68	IC50	6.35	
CHEMBL1200748	674699	Tyrosine-protein kinase FYN	C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O	c1ccccc1	0.1206896551724138	3731.0	IC50	5.43	CARBIDOPA
CHEMBL1200748	674699	Tyrosine-protein kinase LCK	C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O	c1ccccc1	0.1206896551724138	6795.0	IC50	5.17	CARBIDOPA
CHEMBL1214853	686711	Serine/threonine-protein kinase Aurora-A	CC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1CCC(=O)O	O=C1Nc2ccccc2/C1=C/c1ccc[nH]1	0.10714285714285714	362.0	IC50	6.44	
CHEMBL1222413	688849	Rho-associated protein kinase 2	CC(C)C[C@@H](N)C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl	O=c1[nH]ccc2ccccc12	0.12857142857142856	19.0	IC50	7.72	
CHEMBL1222414	688850	Rho-associated protein kinase 2	CC(C)(C)C[C@H](N)C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl	O=c1[nH]ccc2ccccc12	0.125	845.0	IC50	6.07	
CHEMBL1222415	688851	Rho-associated protein kinase 2	CC(C)(C)C[C@@H](N)C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl	O=c1[nH]ccc2ccccc12	0.125	110.0	IC50	6.96	
CHEMBL1223498	689945	Rho-associated protein kinase 2	CC(C)[C@H](N)C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl	O=c1[nH]ccc2ccccc12	0.10144927536231885	12.0	IC50	7.92	
CHEMBL1223499	689946	Rho-associated protein kinase 2	CC(C)[C@@H](N)C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl	O=c1[nH]ccc2ccccc12	0.10144927536231885	240.0	IC50	6.62	
CHEMBL1223500	689947	Rho-associated protein kinase 2	CC(C)C[C@H](N)C(=O)Nc1cc2cc[nH]c(=O)c2cc1Cl	O=c1[nH]ccc2ccccc12	0.12857142857142856	340.0	IC50	6.47	
CHEMBL12253	10590	Tyrosine-protein kinase FYN	O=C(O)Cc1cc(=O)oc2cc(O)ccc12	O=c1ccc2ccccc2o1	0.11864406779661017	150.0	Kd	6.82	
CHEMBL12253	10590	Tyrosine-protein kinase LCK	O=C(O)Cc1cc(=O)oc2cc(O)ccc12	O=c1ccc2ccccc2o1	0.11864406779661017	35.0	Kd	7.46	
CHEMBL1230607	692957	Adaptor-associated kinase	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	Adenosine kinase	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	Adenylate kinase 2	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	ALK tyrosine kinase receptor	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	10000.0	IC50		PHA-793887
CHEMBL1230607	692957	AMP-activated protein kinase, alpha-1 subunit	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	AMP-activated protein kinase, gamma-1 subunit	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	AMP-activated protein kinase, gamma-2 subunit	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	BMP-2-inducible protein kinase	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	CaM kinase II delta	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	CaM kinase II gamma	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	CaM kinase IV	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	CaM-kinase kinase beta	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	cAMP-dependent protein kinase alpha-catalytic subunit	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	10000.0	IC50		PHA-793887
CHEMBL1230607	692957	cAMP-dependent protein kinase alpha-catalytic subunit	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	cAMP-dependent protein kinase beta-1 catalytic subunit	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	cAMP-dependent protein kinase, gamma catalytic subunit	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	cAMP-dependent protein kinase type II-alpha regulatory subunit	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	Casein kinase I alpha	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	Casein kinase I delta	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	Casein kinase I epsilon	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	Casein kinase I gamma 2	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	Casein kinase II alpha (prime)	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	Casein kinase I isoform gamma-3	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	Cell division cycle 7-related protein kinase	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	10000.0	IC50		PHA-793887
CHEMBL1230607	692957	Cell division cycle 7-related protein kinase	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	cGMP-dependent protein kinase 1 beta	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	Citron Rho-interacting kinase	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	c-Jun N-terminal kinase 1	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	c-Jun N-terminal kinase 2	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	c-Jun N-terminal kinase 3	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	30000.0	Kd		PHA-793887
CHEMBL1230607	692957	Cyclin-dependent kinase 1	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	2565.0	Kd	5.59	PHA-793887
CHEMBL1230607	692957	Cyclin-dependent kinase 12	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	3657.0	Kd	5.44	PHA-793887
CHEMBL1230607	692957	Cyclin-dependent kinase 13	CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C	O=C(C1CCNCC1)N1Cc2cn[nH]c2C1	0.10714285714285714	3582.0	Kd	5.45	PHA-793887
